ID,Department,"Vendor Name","Contract Value","Contract Date","Start Year","End Year","Original Value","Number of Amendments",Description,"Original Vendor Name"
csa-7008230,csa,"STARSPEC ASSOCIATES",36663.91,2010-03-08,2010,2014,10500.01,2,"491 - Management consulting","STARSPEC ASSOCIATES INC."
csa-9F53120548,csa,"MACDONALD DETTWILER AND ASSOCIATES",22277152.57,2014-03-07,2013,2015,18106563.57,3,"420 - Engineering support on spacecraft instrumentation development","MACDONALD DETTWILER AND"
csa-7008884,csa,"THE IBMP",60468,2010-11-15,2010,2012,50390,2,"499 - Other professional services not otherwise specifie","THE IBMP"
csa-9F00660129,csa,"MACDONALD DETTWILER AND ASSOCIATES",9190317.97,2006-07-12,2006,2012,4966274.01,5,"420 - Engineering services not elsewhere specified","MACDONALD DETTWILER AND"
csa-9F010A9F01080627,csa,"AGILENT TECHNOLOGIES CANADA",19291.65,2008-10-29,2008,2008,19291.65,0,"1243 - Measuring, controlling, laboratory, medical and op","AGILENT TECHNOLOGIES CANADA INC."
csa-7010905,csa,"MPB COMMUNICATIONS",400425.67,2012-11-06,2012,2014,262467.23,2,"420 - Feasability study for a hyperspectral instrument on a microsatellite","MPB COMMUNICATIONS"
csa-7011888,csa,"RADARSAT INTERNATIONAL",34492.5,2014-02-05,2014,2014,34492.5,0,"499 - Satellite image product","RADARSAT INTERNATIONAL"
csa-7011964,csa,"TRANE CANADA",339000,2016-01-21,2014,2017,226000,3,"859 - Mechanical services at dfl","TRANE CANADA"
csa-9F02880609,csa,"MACDONALD DETTWILER AND ASSOCIATES",1342392.45,2009-10-20,2009,2010,1342392.45,0,"431 - Scientific consultants","MACDONALD DETWILLER AND"
csa-7007441,csa,"ATHENA GLOBAL",24996.3,2009-08-04,2009,2010,24996.3,0,"491 - Management consulting","ATHENA GLOBAL INC"
csa-7012356,csa,"TORONTO MARRIOTT BLOOR YORKVILLE",12072.38,2014-09-17,2014,2014,12072.38,0,"512 - Rental of industrial and commercial buildings","TORONTO MARRIOTT BLOOR YORKVILLE"
csa-7013118,csa,"CBI MILLWRIGHT SERVICE",11772.94,2015-11-30,2015,2016,11772.94,0,"645 - Repair buildings","CBI MILLWRIGHT SERVICE LTD"
csa-7011518,csa,"HELICOPTER TRANSPORT SERVICES",82490,2013-08-26,2013,2013,82490,0,"533 - Rental of machinery, office furniture and fixtures","HELICOPTER TRANSPORT SERVICES"
csa-9F00630197,csa,"EMS TECHNOLOGIES CANADA",158512351.88,2016-01-21,2004,2019,155964351.88,12,"199 - Design & production of a fine guidance sensor & a spectroscopy instrument on the james webb space tel","EMS TECHNOLOGIES CANADA LTD."
csa-7011756,csa,"NEW TECHNOLOGIES",57486.08,2013-12-11,2013,2014,57486.08,0,"499 - Professional advice for earth observation committee","NEW TECHNOLOGIES"
csa-9F32150612,csa,"ORACLE CANADA",17855.53,2015-11-23,2015,2016,17855.53,0,"583 - License/maintenance fees for application software","ORACLE CANADA ULC"
csa-7012754,csa,"CENTRE DE RESSOURCES ÉDUCATIVES ET",11658.47,2016-03-17,2015,2017,7105.46,0,"448 - Purchase of training packages and courses","CENTRE DE RESSOURCES ÉDUCATIVES ET"
csa-9F30120534,csa,ONDEL,606434.84,2012-12-20,2012,2013,500850,3,"630 - Office buildings","ONDEL INC"
csa-7011277,csa,"GARTNER GROUP CANADA CO",50400,2013-03-26,2013,2014,48000,0,"473 - Info technology & telecommunications consultants","GARTNER GROUP CANADA CO."
csa-9F01090547,csa,"NEARFIELD SYSTEMS",69755.64,2009-12-14,2009,2010,69755.64,0,"1243 - Measuring, controlling, laboratory, medical and op","NEARFIELD SYSTEMS INC"
csa-7011562,csa,GORDONGROUP,24144.74,2013-09-17,2013,2014,4311.56,0,"351 - Writing services",GORDONGROUP
csa-9F028F7006572,csa,"RB BOULTON AND ASSOCIATES",11025,2008-11-03,2008,2009,11025,0,"491 - Management consulting","R.B. BOULTON AND ASSOCIATES"
csa-7006160,csa,"CANADIAN CORPS OF COMMISSIONAIRES",27709.5,2008-04-01,2008,2009,27709.5,0,"460 - Protection services","CORPS CANADIEN DES COMMISSIONNAIRES"
csa-7007205,csa,"M3P LP (FLYING TIGERS)",50287.45,2009-05-21,2009,2011,17182.5,3,"448 - Purchase of training packages and courses","M3P L.P. (FLYING TIGERS)"
csa-7011537,csa,KABOOM,10432.23,2013-09-09,2013,2013,10432.23,0,"351 - Graphic conception and design",KABOOM
csa-7007607,csa,"LA MAGIE DE NOEL",12288.1,2009-10-01,2009,2014,1802.33,0,"859 - Other business services not elsewhere specified","LA MAGIE DE NOEL"
csa-7007402,csa,"LUZCHEM RESEARCH",24955.35,2009-07-22,2009,2009,24955.35,0,"1179 - Miscellaneous manufactured articles","LUZCHEM RESEARCH INC."
csa-7007583,csa,"GAMBLE TECHNOLOGIES LIMITED",24628.59,2009-09-25,2009,2009,24628.59,0,"1179 - Miscellaneous manufactured articles","GAMBLE TECHNOLOGIES LIMITED"
csa-7006414,csa,"DISTINCTION SERVICE DENTRETIEN",57750,2008-09-08,2008,2010,31500,2,"859 - Other business services not specified","DISTINCTION SERVICE D'ENTRETIEN"
csa-7010580,csa,"HATFIELD CONSULTANTS PARTNERSHIP",26250,2012-05-01,2012,2012,26250,0,"420 - Engineering services not elsewhere specified","HATFIELD CONSULTANTS PARTNERSHIP"
csa-7010879,csa,"THE STRATEGIC REVIEW GROUP",24937.5,2012-10-24,2012,2013,24937.5,0,"491 - Management consulting","THE STRATEGIC REVIEW GROUP INC"
csa-7001435,csa,"MCGILL OFFICETECHNOLOGY TRANSFER",1321044.91,2005-06-30,2005,2009,426999.55,0,"431 - Scientific consultants","MCGILL OFFICE -TECHNOLOGY TRANSFER"
csa-9F10120304,csa,"NEARFIELD SYSTEMS",117034.61,2012-09-20,2012,2013,117034.61,0,"1243 - Measuring, controlling, laboratory, medical and op","NEARFIELD SYSTEMS INC"
csa-9F007A9F00780414,csa,"COM DEV",524569.24,2009-01-28,2009,2010,524569.24,0,"431 - Scientific consultants","COM DEV LTD."
csa-7013082,csa,"SMITH & ANDERSEN CONS ENG",38137.5,2015-11-23,2015,2016,38137.5,0,"420 - Autocad & design services","SMITH & ANDERSEN CONS. ENG."
csa-9F42100947,csa,"THE GOVERNING COUNCIL OF",412721.34,2013-12-11,2011,2014,363268,2,"431 - Technical support for scientific team on a measuring atmospheric pollutants instrument","THE GOVERNING COUNCIL OF"
csa-7011787,csa,"ROCHON EXPERTS CONSEILS",10140.64,2013-12-23,2013,2014,10140.64,0,"422 - Expert engineering services - engineers","ROCHON EXPERTS CONSEILS INC"
csa-7007758,csa,"NISHA TECHNOLOGIES",46042.5,2009-11-10,2009,2009,46042.5,0,"1227 - Computer equipment small desktop personal portable","NISHA TECHNOLOGIES"
csa-7010273,csa,"OPEN TEXT CORPORATION",18900,2012-01-18,2012,2012,18900,0,"472 - Information technology consultants","OPEN TEXT CORPORATION"
csa-7007238,csa,"AGILYSYS CANADA",29704.96,2009-05-29,2009,2009,29704.96,0,"1226 - Computer equip. large/med mainframe","AGILYSYS CANADA INC"
csa-7011011,csa,"ADVANCED BUSINESS INTERIORS",15774.8,2013-01-08,2013,2013,15774.8,0,"1231 - Office furniture and furnishings, including parts","ADVANCED BUSINESS INTERIORS"
csa-7008032,csa,"ROCHON EXPERTS CONSEILS",19201.84,2010-01-25,2010,2011,19201.84,0,"422 - Engineering consultants - construction","ROCHON EXPERTS CONSEILS INC."
csa-9F030F7006536,csa,"POLYVAL CONSTRUCTION",82934.25,2008-10-24,2008,2009,82934.25,0,"630 - Office buildings","POLYVAL CONSTRUCTION INC."
csa-7010546,csa,"NATIONAL INSTRUMENTS CANADA",22029.56,2012-04-12,2012,2012,22029.56,0,"1243 - Measuring, controlling, laboratory, medical and op","NATIONAL INSTRUMENTS CANADA"
csa-9F32150497,csa,"WORKDYNAMICS TECHNOLOGIES",131171.54,2015-09-17,2015,2016,131171.54,0,"583 - Licence/maintenance fees for application software","WORKDYNAMICS TECHNOLOGIES INC."
csa-7010382,csa,CGI,23388.75,2012-02-16,2012,2012,23388.75,0,"472 - Information technology consultants","CGI INC."
csa-7011516,csa,"KERR CRANE",12440.17,2013-08-22,2013,2013,11559.45,0,"533 - Rental of machinery, office furniture and fixtures","KERR CRANE"
csa-6314057210,csa,"MPB COMMUNICATIONS",689610.94,2015-07-31,2015,2017,689610.94,0,"431 - Development of space technology","MPB COMMUNICATIONS"
csa-7008538,csa,"TRANE CANADA",298415.42,2010-06-30,2010,2014,51450,7,"656 - Heating, air-conditioning, and refrigeration equip","TRANE CANADA"
csa-7012166,csa,"CARMICHAEL LIMITEE",22880.03,2014-06-17,2014,2014,22880.03,0,"658 - Repair electric lighting, distribution and control equipment","CARMICHAEL LIMITEE"
csa-7013465,csa,"IRON MOUNTAIN",21749.83,2016-04-26,2016,2017,21749.83,0,"859 - Warehousing service","IRON MOUNTAIN"
csa-7009810,csa,"NISHA TECHNOLOGIES",24345.17,2011-08-09,2011,2011,24345.17,0,"1227 - Computer equipment small desktop personal portable","NISHA TECHNOLOGIES"
csa-9F01901190,csa,"MICROSOFT CANADA",231603.75,2011-04-01,2011,2013,85050,3,"472 - Information technology consultants","MICROSOFT CORPORATION"
csa-7006352,csa,"NISHA TECHNOLOGIES",22531.95,2008-08-06,2008,2008,22531.95,0,"1226 - Computer equipment large/medium mainframe, mini","NISHA TECHNOLOGIES"
csa-9F54160374,csa,"CM LABS SIMULATIONS",114715.17,2016-30-009,2016,2021,114715.17,0,"1285 - Application software & developpement software","CM LABS SIMULATIONS INC."
csa-7009108,csa,"ICI INFLUENCE COMMUNICATIONS",573693.75,2015-11-10,2011,2016,544950,6,"301 - Advertising services","ICI INFLUENCE COMMUNICATIONS"
csa-9F00771282,csa,"DR GARY GRAY MEDICINE PROFESSIONNAL",530500,2016-03-14,2008,2017,495500,7,"430 - Medical operations support services","DR GARY GRAY MEDICINE PROFESSIONNAL"
csa-7006443,csa,"COPEM CONSULTING",16301.25,2008-09-16,2008,2009,16301.25,0,"499 - Other professional services not otherwise specifie","COPEM CONSULTING INC."
csa-7009926,csa,"NISHA TECHNOLOGIES",24827.25,2011-09-22,2011,2011,24827.25,0,"1226 - Computer equipment large/medium mainframe, mini","NISHA TECHNOLOGIES"
csa-9F02880389,csa,"NEPTEC DESIGN GROUP",1034043.15,2009-01-08,2009,2010,517163.85,0,"431 - Scientific consultants","NEPTEC DESIGN GROUP LTD."
csa-7002246,csa,"ATHENA GLOBAL",350673.8,2006-01-18,2006,2009,160500,0,"431 - Scientific consultants","ATHENA GLOBAL INC"
csa-7012866,csa,"TRI-STAR AVIATION",107340.66,2015-06-01,2015,2016,107340.66,0,"448 - Purchase of training packages and courses","TRI-STAR AVIATION INC"
csa-7011581,csa,"MICROWAVE INSTRUMENTATION TECH",10228.11,2013-09-26,2013,2014,10228.11,0,"1243 - Measuring, controlling, laboratory, medical and op","MICROWAVE INSTRUMENTATION TECH."
csa-7008360,csa,"CANADIAN CORPS OF COMMISSIONAIRES",23625,2010-06-28,2010,2011,23625,0,"499 - Other professional services not otherwise specifie","CORPS CANADIEN DES COMMISSIONNAIRES"
csa-9F32130271,csa,"ELSEVIER BV",68974.57,2013-09-09,2013,2016,68974.57,2,"1143 - Printed matter, including books, newspapers, pictures, manuscripts and forms","ELSEVIER B.V."
csa-9F03080144,csa,"JL LE SAUX LTEE",252327.76,2008-09-26,2008,2009,230979,2,"630 - Office buildings","J.L. LE SAUX LTEE."
csa-7008526,csa,"HI-REL LABORATORIES",24574.13,2010-09-13,2010,2010,24574.13,0,"448 - Purchase of training packages and courses","HI-REL LABORATORIES INC."
csa-7010883,csa,"SONO VIDEO",12659.8,2012-10-26,2012,2012,12659.8,0,"1223 - Image/video equipment","SONO VIDEO"
csa-9F02890318,csa,"MACDONALD DETTWILER AND ASSOCIATES",15347266.65,2011-05-10,2010,2013,11546453.86,2,"431 - Scientific consultants","MACDONALD DETTWILER AND"
csa-7008750,csa,"DENEIGEMENT AURELE LUSSIER & FILS",384059.75,2010-09-27,2010,2015,73258.5,5,"859 - Snow removal services","DENEIGEMENT AURELE LUSSIER & FILS"
csa-7010032,csa,"LE CABINET DE RELATIONS PUBLIQUES",15015,2011-10-24,2011,2012,15015,0,"352 - Public relations services","LE CABINET DE RELATIONS PUBLIQUES"
csa-9F43110741,csa,EXACTEARTH,12233176.71,2014-11-17,2012,2015,4588941.05,3,"3718 - Automatic identification system support for martime traffic  monitoring","EXACTEARTH LTD."
csa-9F30110134,csa,"POLYVAL CONSTRUCTION",1085589.57,2011-07-07,2011,2012,869073.45,3,"630 - Office buildings","POLYVAL CONSTRUCTION INC."
csa-9F53101538,csa,"INSTITUT NATIONAL DOPTIQUE",2520001.05,2011-08-26,2011,2014,1560606.6,3,"431 - Scientific consultants","INSTITUT NATIONAL D'OPTIQUE"
csa-7013189,csa,RECALL,23593.85,2016-04-01,2016,2016,23593.85,0,"859 - Microfilm storage services",RECALL
csa-7010636,csa,"ADECCO CANADA",99915.5,2012-06-15,2012,2013,51436.72,3,"813 - Temporary help services","ADECCO CANADA"
csa-7010112,csa,"DELOITTE AND TOUCHE",22050,2011-11-21,2011,2011,22050,0,"491 - Management consulting","DELOITTE & TOUCHE LLP"
csa-9F01981727,csa,GOSECURE,16791.6,2009-06-01,2009,2011,16791.6,0,"670 - Computer equip. - hardware/software","GOSECURE INC."
csa-9F30120265,csa,"LK INDUSTRIES",444386.63,2012-09-18,2012,2012,424200,2,"630 - Office buildings","L.K. INDUSTRIES INC."
csa-9F07902171,csa,"ABB BOMEM",577382.4,2010-07-29,2010,2012,157449.6,2,"431 - Scientific consultants","ABB BOMEM INC."
csa-7006416,csa,"GROOM ET ASSOCIES",22397.92,2008-09-11,2008,2009,22397.92,0,"813 - Temporary help services","GROOM ET ASSOCIES"
csa-9F63010984,csa,"DPL SCIENCE",1554316.53,2016-01-04,2012,2017,1129202.22,3,"431 - Electronic power converter","DPL SCIENCE"
csa-7012526,csa,CIMAISE,31462.92,2014-12-10,2014,2015,31462.92,0,"421 - Architectural services",CIMAISE
csa-7013538,csa,CIMAISE,32540,2016-08-26,2016,2017,32540,0,"421 - Architectural services",CIMAISE
csa-7007862,csa,"BEDARD RESSOURCES",14269.92,2009-12-08,2009,2010,14269.92,0,"813 - Temporary help services","BEDARD RESSOURCES INC."
csa-7010619,csa,"DPL SCIENCE",108365.39,2012-06-06,2012,2014,73824.67,2,"431 - Sr 90 feasibility study","DPL SCIENCE"
csa-9F028F7007047,csa,"RICOH CANADA",34083,2009-04-01,2009,2014,34083,0,"533 - Rental of machinery, office furniture and fixtures","RICOH CANADA INC"
csa-7012693,csa,"CANADIAN CORPS OF COMMISSIONAIRES",450987.16,2016-03-16,2015,2016,394487.16,2,"460 - Protection services","CORPS CANADIEN DES COMMISSIONNAIRES"
csa-9F028F9F02880450,csa,"TESTFORCE SYSTEMS",54967.5,2008-11-27,2008,2009,54967.5,0,"1243 - Measuring, controlling, laboratory, medical and op","TESTFORCE SYSTEMS INC."
csa-7013264,csa,NIVA,24998.99,2016-02-22,2016,2016,24998.99,0,"499 - Develop 2016-2017 business plan","NIVA INC."
csa-7009719,csa,"INFO LASER",12051.63,2011-10-01,2011,2012,8400,0,"1172 - Office and stationers supplies","INFO LASER"
csa-7008031,csa,"CIMAISE ARCHITECTES",54523.35,2010-01-25,2010,2011,34594.35,2,"421 - Architectural services","CIMAISE ARCHITECTES"
csa-9F43100203,csa,"AGILENT TECHNOLOGIES CANADA",28875.43,2010-09-17,2010,2011,28875.43,0,"1228 - Computer software","AGILENT TECHNOLOGIES CANADA INC."
csa-9F64150610,csa,SIEMENS,28804.79,2016-02-01,2016,2016,28804.79,0,"583 - License/maintenance fees for application software","SIEMENS PRODUCT LIFECYCLE"
csa-9F02880968,csa,"MACDONALD DETTWILER AND ASSOCIATES",6751948.35,2009-07-08,2009,2011,6334975.5,3,"431 - Scientific consultants","MACDONALD DETTWILER AND"
csa-7010672,csa,"ORACOM ITS CANADA",21000,2012-07-10,2012,2012,21000,0,"473 - Info technology & telecommunications consultants","ORACOM ITS CANADA INC"
csa-7006803,csa,SYBASE,20909,2009-04-01,2009,2010,20909,0,"670 - Computer equip. - hardware/software","SYBASE INC."
csa-9F028A9F02880451,csa,"AGILENT TECHNOLOGIES CANADA",81987.84,2008-11-27,2008,2010,81987.84,0,"1243 - Measuring, controlling, laboratory, medical and op","AGILENT TECHNOLOGIES CANADA INC."
csa-7012983,csa,"SAARY JOAN",31577.88,2015-08-27,2015,2016,31577.88,0,"453 - International space station medical standards working group support","SAARY JOAN"
csa-7011092,csa,"INGÉNIERIE CARMICHAEL LIMITEE",45194.29,2016-01-21,2013,2017,33696.79,4,"656 - Heating, air-conditioning and refrigeration equipment","INGÉNIERIE CARMICHAEL LIMITEE"
csa-7010577,csa,"MACDONALD DETTWILER AND ASSOCIATES",26250,2012-05-01,2012,2012,26250,0,"420 - Engineering services not elsewhere specified","MDA GEOSPATIAL SERVICES INC."
csa-9F00790585,csa,"MACDONALD DETT**VOIR 2008321****",1167802.65,2010-12-06,2010,2012,723924.6,4,"431 - Scientific consultants","MACDONALD DETT.**VOIR 2008321****"
csa-9F32130085,csa,"ORACLE CANADA",37439.46,2013-06-03,2013,2014,37439.46,0,"583 - Licence/maintenance fees(applic software&dev&dev s","ORACLE CORPORATION CANADA INC."
csa-7008759,csa,"SIMPLEX GRINNELL",71570.82,2014-10-06,2010,2015,11058.18,6,"665 - Other equipment","SIMPLEX GRINNELL"
csa-7008514,csa,"BUSINESS OBJECTS CORPORATION",24184.05,2010-06-18,2010,2013,8061.35,2,"524 - Rental of computer software","BUSINESS OBJECTS CORPORATION"
csa-9F013A9F01381112,csa,IN-SNEC,318071.36,2009-02-02,2009,2009,318071.36,0,"1226 - Computer equipment large/medium mainframe, mini",IN-SNEC
csa-7009616,csa,SERCO,25000,2011-05-27,2011,2011,25000,0,"431 - Scientific consultants",SERCO
csa-9F008A7006809,csa,EXPLORATION,31500,2009-02-16,2009,2009,31500,0,"499 - Other professional services not otherwise specifie","EXPLORATION INC."
csa-9F010A9F01080718,csa,"DALIMAR INSTRUMENTS",122718.31,2009-02-06,2009,2009,122718.31,0,"1243 - Measuring, controlling, laboratory, medical and op","DALIMAR INSTRUMENTS"
csa-9F00651864,csa,DYNACON,13435736.38,2007-08-21,2007,2012,9455450.36,6,"420 - Engineering services not elsewhere specified","DYNACON INC."
csa-9F00752821,csa,"YORK UNIVERSITY",633200.81,2006-04-12,2006,2011,555200.81,0,"431 - Scientific consultants","YORK UNIVERSITY"
csa-9F030F7006660,csa,"THE AIM GROUP",13820.63,2008-12-08,2008,2009,13820.63,0,"813 - Temporary help services","THE AIM GROUP INC."
csa-7010985,csa,"DEMENAGEMENT STE JULIE",76201.62,2016-01-22,2013,2017,56655.86,4,"859 - Moving services","DEMENAGEMENT STE JULIE INC."
csa-7007232,csa,"MODERN NIAGARA HVAC SERVICES",61719.76,2009-05-28,2009,2012,22533,3,"655 - Processing machinery","MODERN NIAGARA HVAC SERVICES INC"
csa-7008048,csa,"MACDONALD DETTWILER AND ASSOCIATES",71724.24,2010-01-26,2010,2010,71724.24,0,"1143 - Printed matter, incl. books, newspapers, pictures,","MDA GEOSPATIAL SERVICES INC."
csa-9F01980775,csa,"AGILYSYS CANADA",91209.3,2009-04-01,2009,2009,91209.3,0,"670 - Computer equip. - hardware/software","AGILYSYS CANADA INC"
csa-7011499,csa,"NATIONAL INSTRUMENTS CORPORATION",16385,2013-08-13,2013,2013,16385,0,"448 - Purchase of training packages and courses","NATIONAL INSTRUMENTS CORPORATION"
csa-7007042,csa,"RICOH CANADA",35096.25,2009-04-01,2009,2014,35096.25,0,"533 - Rental machinery, office furniture, fixtures","RICOH CANADA INC"
csa-7006036,csa,"ATHENA GLOBAL",52063.2,2008-04-01,2008,2008,52063.2,0,"491 - Management consulting","ATHENA GLOBAL INC"
csa-7011018,csa,"LANSDOWNE TECHNOLOGIES",71804.9,2013-01-10,2013,2015,49289.56,2,"499 - Writing services security documents","LANSDOWNE TECHNOLOGIES INC."
csa-9F007F7006897,csa,"MILLENIA GROUPE SANTÉ",52500,2009-04-20,2009,2009,52500,0,"499 - Other professional services not otherwise specifie","MILLENIA GROUPE SANTÉ"
csa-9F028A9F02880365,csa,"CARLETON UNIVERSITY",20000,2009-01-29,2009,2009,20000,0,"431 - Scientific consultants","CARLETON UNIVERSITY"
csa-7013097,csa,"MICHANIE CONSTRUCTION",216987.24,2016-04-28,2015,2016,203283.61,2,"645 - Buildings repairs","MICHANIE CONSTRUCTION INC."
csa-7013227,csa,"LE CABINET DE RELATIONS",16125.24,2016-02-08,2016,2016,16125.24,0,"352 - Public relations services","LE CABINET DE RELATIONS"
csa-7007434,csa,"TELE-RESSOURCES LTEE",99750,2009-08-01,2009,2010,99750,0,"472 - Information technology consultants","TELE-RESSOURCES LTEE"
csa-7012382,csa,"AVERNA TECHNOLOGIES",564068.5,2015-12-14,2014,2017,426098.5,3,"473 - Labview software application developer","AVERNA TECHNOLOGIES INC"
csa-7006196,csa,"DB GEOSERVICES",51120.3,2008-06-02,2008,2009,51120.3,0,"491 - Management consulting","DB GEOSERVICES"
csa-7010198,csa,"SMITH & ANDERSEN CONS ENG",39278.8,2011-12-23,2011,2012,39278.8,0,"420 - Engineering services not elsewhere specified","SMITH & ANDERSEN CONS. ENG."
csa-7010415,csa,"SMITH & ANDERSEN CONS ENG",39278.8,2012-02-28,2012,2012,39278.8,0,"420 - Engineering services not elsewhere specified","SMITH & ANDERSEN CONS. ENG."
csa-7009136,csa,"IT NET",214488.44,2011-01-24,2011,2016,78120,5,"473 - Programer-analyst services","IT NET"
csa-7010056,csa,"AUG SIGNALS",62694.24,2011-10-31,2011,2012,62694.24,0,"491 - Management consulting","A.U.G. SIGNALS LTD."
csa-9F01581306,csa,"CITÉ DE LESPACE SEMECCEL",424762.36,2009-03-31,2009,2011,389272.5,2,"533 - Rental of machinery, office furniture and fixtures","CITÉ DE L'ESPACE / SEMECCEL"
csa-7011872,csa,"MACDONALD DETTWILER AND ASSOCIATES",1574602.18,2016-31-10,2014,2017,1284290.3,3,"499 - Microsatellite mission feasibility study","MDA SYSTEMS LTD"
csa-2809015501,csa,"NOETIX RESEARCH",525000,2010-11-30,2010,2012,525000,0,"431 - Scientific consultants","NOETIX RESEARCH INC."
csa-9F03081187,csa,"CONSTRUCTION MICHEL LABBE",130041.59,2009-04-24,2009,2009,130041.59,0,"630 - Office buildings","CONSTRUCTION MICHEL LABBE INC."
