"operatingName","email","website","filename","alternateName","legalName"
"Arbutus RV & Marine Sales Ltd","info@arbutusrv.ca","http://www.arbutusrv.ca/","ARBUTUS RV & MARINE SALES LTD.html",,
"Arc Alloy Welding (1984)","arcalloy@sasktel.net","http://www.arcalloy.ca","ARC ALLOY WELDING (1984).html",,
"Arc Angel Welding Services","arcangelweldingservices@gmail.com",,"ARC ANGEL WELDING SERVICES.html",,
"ARC Business Solutions Inc.","charvey@arcbus.com","http://www.arcbus.com","ARC BUSINESS SOLUTIONS INC.html",,
"ARC Engineering Inc.","arebek@arcengineering.ca","http://www.arcengineering.ca","ARC ENGINEERING INC.html",,
"Arc Flash Advisors Ltd.","info@arcflashadvisors.com","http://www.arcflashadvisors.com","ARC FLASH ADVISORS LTD.html",,
"Arc Force Mezzanines","info@arcforce.com","http://www.arcforce.com","ARC FORCE MEZZANINES.html",,"Arc Force Inc."
"Arc Geobac Group Inc.","geobacnb@nbnet.nb.ca","http://www.geobac.com","ARC GEOBAC GROUP INC.html",,
"ARC Industries","nmeron@communitylivingtillsonburg.ca",,"ARC INDUSTRIES.html","Otterwood Products",
"A.R.C. Informatique Inc.","admin@arcinfo.qc.ca","http://www.arcinfo.qc.ca","ARC INFORMATIQUE INC.html",,
"Arc Innovations TM Inc.","jeremy@arcinnovations.net","http://www.arcinnovations.net","ARC INNOVATIONS TM INC.html",,"Arc Innovations Inc."
"ARC Insurance Brokers","support@arcinsurance.ca","http://arcinsurance.ca/","ARC INSURANCE BROKERS.html",,
"Arc Performance Inc.","gail@arcperformance.ca","http://www.arcperformance.ca/","ARC PERFORMANCE INC.html",,
"ARC Protection Corp","staysafe@arc-corp.ca","http://www.arc-corp.ca","ARC PROTECTION CORP.html",,
"Arc Stainless Inc.","steves@arc-hcs.com","http://www.arc-hcs.com","ARC STAINLESS INC.html",,
"Arc Translations","info@arctranslations.com","http://www.arctranslations.com","ARC TRANSLATIONS.html",,
"ARC Trenchless Solutions Inc.",,,"ARC TRENCHLESS SOLUTIONS INC.html",,
"Arc'teryx Equipment","bird@arcteryx.com","http://www.arcteryx.com","ARC'TERYX EQUIPMENT.html",,
"Arc-Way Welding","arcway@hotmail.ca",,"ARC-WAY WELDING.html",,"Arc-Way Welding & Auto Repair"
"Arc4dia","will@arc4dia.com","http://www.arc4dia.com ","ARC4DIA.html",,"Arcadia Labs Inc."
"ARCA Group","info@arca4group.com","http://www.arca4group.com","ARCA GROUP.html",,"ARCA Logistics Solutions Inc."
"Arcade Architects & Design Inc.","cgraham@arcadeinc.ca","http://www.arcadeinc.ca","ARCADE ARCHITECTS & DESIGN INC.html",,
"Arcadian Paper Converters Inc.","info@cppinc.com","http://www.cppinc.com","ARCADIAN PAPER CONVERTERS INC.html","CANADIAN PAPER &amp; PACKAGING CO. LTD.",
"ARCADIS  Canada Inc","engineers@arcadis.com","http://www.arcadis.com","ARCADIS  CANADA INC.html","DCS LIMITED",
"Arcadis Canada Inc.","info@franzenvironmental.com","http://www.arcadis.com","ARCADIS CANADA INC.html",,
"Arcadis Canada","fabio.levy@arcadis.com","http://www.arcadis.com","ARCADIS CANADA.html",,"Arcadis Canada Inc."
"Arcadius Group","rsachse@rogers.com",,"ARCADIUS GROUP.html",,
"Arcamm Roofing Insulation and Eavestrough","sales@arcammroofing.com","http://arcammroofing.com","ARCAMM ROOFING INSULATION AND EAVESTROUGH.html",,"1717080 Ontario Ltd"
"Arcana Studio Inc.",,"http://www.arcana.com","ARCANA STUDIO INC.html",,
"Arcane Technologies","info@arcane-technologies.com","http://www.arcane-technologies.com","ARCANE TECHNOLOGIES.html",,
"Arcata Pizzeria",,,"ARCATA PIZZERIA.html",,
"Arcelor Mittal Hamilton East","gerry.delvecchio@arcelormittal.com","http://www.arcelormittal.com","ARCELOR MITTAL HAMILTON EAST.html",,
"ArcelorMittal Dofasco","bradley.davey@arcelormittal.com","http://www.arcelormittal.com","ARCELORMITTAL DOFASCO.html",,"ArcelorMittal Dofasco Inc."
"Arcelormittal Exploitation Miniere Canada",,"http://www.arcelormittal.com/minescanada","ARCELORMITTAL EXPLOITATION MINIERE CANADA.html",,
"ArcelorMittal Montréal Inc.","embauche.ammontreal@arcelormittal.com","http://www.arcelormittal.com","ARCELORMITTAL MONTREAL INC.html",,
"ArcelorMittal Tubular Products","info@arcelormittal.com","http://www.arcelormittal.com/","ARCELORMITTAL TUBULAR PRODUCTS.html",,"ArcelorMittal Tubular Products  Canada Inc"
"Arch IT","info@archeti.ca","https://archeti.ca/en_US","ARCH IT.html",,"Arch Information Technologies"
"ARCH-NOVA Design Inc.","gordana@archnova.ca","http://www.archnova.ca","ARCH-NOVA DESIGN INC.html",,
"Archaeological Prospectors","jason@archaeologicalprospectors.com","http://www.archaeologicalprospectors.com","ARCHAEOLOGICAL PROSPECTORS.html",,
"Archavia Direct Inc","craig@archavia.com",,"ARCHAVIA DIRECT INC.html",,
"Archéo-CAD","mfournier@archeo-cad.com","http://www.archeo-cad.com","ARCHEO-CAD.html",,
"Archer CRM Partnership","frontdesk@archercrm.ca","http://www.archercrm.ca","ARCHER CRM PARTNERSHIP.html",,
"Archers Arena","team@archersarena.com","http://archersarena.com","ARCHERS ARENA.html",,"archers arena inc"
"Arches Computing Systems Corp.","sales@archescomputing.com","http://archescomputing.com","ARCHES COMPUTING SYSTEMS CORP.html",,
"Archetypes-Inter","info@archetypes-inter.net","http://www.archetypes-inter.net","ARCHETYPES-INTER.html",,
"ARCHEX","solutions@archex.ca","http://www.archex.ca","ARCHEX.html","ARCHEX DISPLAY LTD.","Archex Display Ltd"
"ArchEye Architects Inc.","info@archeye.com","http://www.archeyearchitects.com","ARCHEYE ARCHITECTS INC.html",,"ArchEye Architect Inc."
"Archgard Industries Ltd.","sales@archgard.com","http://www.archgard.com","ARCHGARD INDUSTRIES LTD.html",,
"ARCHICONCEPT INC.","info@archiconcept.com","http://www.archiconcept.com","ARCHICONCEPT INC.html",,
"Archie Williams","fnlady48@live.ca",,"ARCHIE WILLIAMS.html",,
"Archimed Studio","info@archimed-studio.com","http://www.archimed-studio.com","ARCHIMED STUDIO.html",,
"Archipelago Marine Research Ltd.","info@archipelago.ca","http://www.archipelago.ca","ARCHIPELAGO MARINE RESEARCH LTD.html",,
"Architects Four Limited","info@architects4.ca","http://www.architects4.ca","ARCHITECTS FOUR LIMITED.html","Architectes Quatre Limitee",
"Architects Tillmann Ruth Robinson Inc.","atrr@atrr.ca","http://www.atrr.ca","ARCHITECTS TILLMANN RUTH ROBINSON INC.html",,
"Architectura Gestion Consultant Inc","info@aagc.ca","http://www.aagc.ca","ARCHITECTURA GESTION CONSULTANT INC.html",,
"Architectural School Products Ltd.","info@asp.ca","http://www.asp.ca","ARCHITECTURAL SCHOOL PRODUCTS LTD.html",,
"Architecture 49","hfx-reception@architecture49.com","http://www.architecture49.com","ARCHITECTURE 49.html",,
"Architecture Collaborated - JF Design","joshua@architecturecollaborated.com","http://www.architecturecollaborated.com","ARCHITECTURE COLLABORATED - JF DESIGN.html",,
"Architecture Martin Cyr Inc.","mcyr@dessinateur-plan-martin-cyr.com","http://www.dessinateur-plan-martin-cyr.com","ARCHITECTURE MARTIN CYR INC.html",,
"Architecture49  or A49",,"http://www.architecture49.com","ARCHITECTURE49  OR A49.html",,"Architecture49 Inc."
"Architecture49 Inc. or A49",,"http://www.architecture49.com","ARCHITECTURE49 INC OR A49.html",,"Architecture49 Inc."
"Architecture49 Inc","bruno.verenini@architecture49.com","http://www.architecture49.com","ARCHITECTURE49 INC.html",,"Architecture49 Inc."
"Architecture49","sudbury@pbkarchitects.com","http://www.pbkarchitectsinc.com","ARCHITECTURE49.html",,
"Architura Design Inc.","samarchandra@gmail.com","http://www.effectsdesign.net","ARCHITURA DESIGN INC.html",,
"Archive Digital","info@archivedigital.com","http://archivedigital.com/","ARCHIVE DIGITAL.html",,"Archive Digital Inc."
"Archive Document Storage","info@archiveontario.com","http://www.archiveontario.com","ARCHIVE DOCUMENT STORAGE.html",,"Archive Document Storage and Management Solutions Inc."
"Archive Systems Inc.","info@archivesystems.com","http://www.archivesystems.com","ARCHIVE SYSTEMS INC.html",,
"ArchiZ Design Studio - Vancouver House Design + CAD Drafting","info@archiz.com","http://www.archiz.com","ARCHIZ DESIGN STUDIO - VANCOUVER HOUSE DESIGN + CAD DRAFTING.html",,"ArchiZ Design Studio"
"Archon Architects Incorporated","info@archonarchitect.com","http://www.archonarchitect.com","ARCHON ARCHITECTS INCORPORATED.html",,
"Archway Enterprises Inc.","archway@telusplanet.net","http://archwayenterprisesinc.com","ARCHWAY ENTERPRISES INC.html",,
"A.R.C.I Cabinet Comptable Inc","info@arci-qc.ca",,"ARCI CABINET COMPTABLE INC.html",,
"Arcis Seismic Solutions","info@arcis.com","http://www.arcis.com","ARCIS SEISMIC SOLUTIONS.html",,
"Arclin Canada Ltd.",,"http://www.arclin.com","ARCLIN CANADA LTD.html",,
"Arcline (2000) Inc.","sales@arcline2000.com","http://www.arcline2000.com","ARCLINE (2000) INC.html",,
"Arco Enterprises","Arcoenterprises2014@gmail.com",,"ARCO ENTERPRISES.html",,
"Arco Lumber Ltd.","ronald.savoie@arcolumber.com",,"ARCO LUMBER LTD.html",,
"Arcon Electric Ltd.","info@arconelectric.ca","http://www.arconelectric.ca","ARCON ELECTRIC LTD.html",,
"Arcon Engineering Consultants Limited","arcon@arconeng.ca","http://www.arconeng.ca/","ARCON ENGINEERING CONSULTANTS LIMITED.html","Repair Management Inc.",
"ARCONAS","info@arconas.com","http://arconas.com","ARCONAS.html",,"Arconas Corporation"
"Arcor Windows Indoors Inc.","sales@arcorwindows.com","http://www.arcorwindows.com","ARCOR WINDOWS INDOORS INC.html","Fenêtres en PVC Arcor Inc.",
"Arcotec Québec","information@arcotec.ca","http://www.arcotec.ca","ARCOTEC QUEBEC.html",,
"ArcPro HD Inc.","roland.archer@arcprohd.com","http://www.arcprohd.com","ARCPRO HD INC.html",,
"Arctic Air","info@arcticair.ca","http://www.arcticair.ca","ARCTIC AIR.html",,
"Arctic Beverages LP","winnipeg@arcticbev.com","http://www.arcticbev.com","ARCTIC BEVERAGES LP.html",,
"Arctic Buying Company Inc. - Kivalliq","tara@arcticbuyingco.com","http://www.arcticbuyingco.com","ARCTIC BUYING COMPANY INC - KIVALLIQ.html",,
"Arctic Canada Trading Company","sales@arcticcanadatrading.com","http://www.arcticcanadatrading.com","ARCTIC CANADA TRADING COMPANY.html",,"Arctic Canada Trading Company Ltd."
"Arctic Chiller Ltd.","orderdesk@arcticchiller.com","http://www.arcticchiller.com","ARCTIC CHILLER LTD.html",,
"Arctic Co-operatives Limited",,"http://www.Arctic.Coop","ARCTIC CO-OPERATIVES LIMITED.html","Arctic Co-ops",
"Arctic Cool Ltd","sales@arcticchillergroup.com","http://www.arcticchillergroup.com/","ARCTIC COOL LTD.html",,
"Arctic Covers","info@arcticovers.ca","http://www.arcticovers.ca","ARCTIC COVERS.html","Auto Headlining Ltd. O/A Arctic Covers",
"Arctic Crane Service Ltd.","info@arcticcrane.com","http://www.arcticcrane.ca","ARCTIC CRANE SERVICE LTD.html",,
"Arctic Data Corporation","brad@arcticdata.com","http://www.arcticdata.com","ARCTIC DATA CORPORATION.html",,
"Arctic Digital Ltd.","berniem@arcticdigital.com",,"ARCTIC DIGITAL LTD.html",,
"Arctic Dove Limited - Imperial Oil Bulk Fuel Reseller","adl@northwestel.net","http://www.arcticdove.com","ARCTIC DOVE LIMITED - IMPERIAL OIL BULK FUEL RESELLER.html",,"Arctic Dove Limited"
"Arctic Farmer Inc.","darwin@arcticfarmer.com",,"ARCTIC FARMER INC.html",,
"Arctic Fisheries Ltd.","aherring@eastlink.ca",,"ARCTIC FISHERIES LTD.html",,
"Arctic Glacier Canada Inc.",,"http://www.arcticglacier.com","ARCTIC GLACIER CANADA INC.html",,
"Arctic Glacier Canada","info@arcticglacier.com","http://www.arcticglacier.com","ARCTIC GLACIER CANADA.html","Arctic Glacier Inc.",
"Arctic Glacier Premium Ice","info@arcticglacier.com","http://www.arcticglacier.com","ARCTIC GLACIER PREMIUM ICE.html",,
"Arctic Inland Resources Ltd","info@arcticinland.ca","http://www.arcticinland.ca","ARCTIC INLAND RESOURCES LTD.html",,
"Arctic Spas","info@goarctic.com","http://www.arcticspas.ca","ARCTIC SPAS.html","Arctic Spas","Blue Falls Manufacturing Ltd."
"Arctic Storage & Rentals Ltd.","arcticstoragerentals@northwestel.net",,"ARCTIC STORAGE & RENTALS LTD.html",,
"Arctic Trading Company Ltd.","atcpenny@mymts.net","http://www.arctictradingco.com","ARCTIC TRADING COMPANY LTD.html","Arctic Trading Post",
"Arctic UAV Inc.","kirt@arcticuav.ca","http://www.arcticuav.ca","ARCTIC UAV INC.html",,
"Arctica Showcase Inc.","caseinfo@arctica.ca","http://www.arcticashowcase.com","ARCTICA SHOWCASE INC.html",,
"Arcturus","info@arcturusrealty.com","http://www.arcturusrealty.com","ARCTURUS.html","Arcturus Limited Partnership","Arcturus Realty Corporation"
"Arcus Absorbents Inc.","info@arcusabsorbents.com","http://www.arcusabsorbents.com","ARCUS ABSORBENTS INC.html",,
"Arcus Consulting Group","info@arcusgroup.ca","http://www.arcusgroup.ca","ARCUS CONSULTING GROUP.html",,"Arcus Group Inc."
"A.R.D. Industries Ltd.","info@ardindustries.com","http://www.ardindustries.com","ARD INDUSTRIES LTD.html",,
"Ardaven Platers Ltd.","ardaven@bellnet.ca",,"ARDAVEN PLATERS LTD.html",,
"Ardeco Design Inc.","ardeco@ardecodesign.ca","http://www.ardecodesign.ca","ARDECO DESIGN INC.html",,
"Ardel Steel","info@ardelsteel.com","http://www.ardelsteel.com","ARDEL STEEL.html",,
"Ardezin","info@ardezin.com","http://www.ardezin.com","ARDEZIN.html",,
"ARDICOM Digital Communications Inc.","cwrigglesworth@ardicom.ca","http://www.ardicom.ca","ARDICOM DIGITAL COMMUNICATIONS INC.html",,
"ARDICOM EAST","cwrigglesworth@ardicom.ca","http://www.ardicom.ca","ARDICOM EAST.html",,"4221117 CANADA LTD"
"Ardobec","info@ardobec.com","http://www.ardobec.com","ARDOBEC.html",,"9190-4805 Quebec Inc"
"Ardoch Electric Inc.","info@ardoch.ca","http://www.ardoch.ca","ARDOCH ELECTRIC INC.html",,
"Ardoise Kingsbury","info@ardoisekingsbury.com","http://www.ardoisekingsbury.com","ARDOISE KINGSBURY.html",,"Les Ardoises M&M inc"
"Arduini Helicopters Ltd.","arduinihelicopters@telus.net","http://www.arduinihelicopters.ca","ARDUINI HELICOPTERS LTD.html",,
"Area Transit Inc.",,,"AREA TRANSIT INC.html",,
"Areios Defense","info@areiosdefense.com","http://www.areiosdefense.com","AREIOS DEFENSE.html",,
"Arelli Inc","hello@arelli.ca",,"ARELLI INC.html",,
"ArenA Editions","pasternakm@videotron.ca",,"ARENA EDITIONS.html",,
"Arencon Inc.","gduggan@arencon.com","http://www.arencon.com","ARENCON INC.html",,
"Areo-Fire Ltd","info@areo-feu.com","http://www.areo-feu.com","AREO-FIRE LTD.html",,
"Ares International Investment & Trading Inc.","yalishi@gmail.com",,"ARES INTERNATIONAL INVESTMENT & TRADING INC.html",,
"AREVA Resources Canada Inc","publicrelations@areva.com","http://www.arevaresources.ca","AREVA RESOURCES CANADA INC.html",,
"Arfab Inc","arfab@bellnet.ca","http://www.arfab.ca","ARFAB INC.html",,
"Argair Aerospace Limited","info@argair.com","http://www.argair.com/","ARGAIR AEROSPACE LIMITED.html",,
"Argo Architecture Inc","Argoarch@tellus.net","http://www.argoarchitecture.com","ARGO ARCHITECTURE INC.html",,
"ARGO Customs Brokers","info@argocustoms.com","http://www.argocustoms.com","ARGO CUSTOMS BROKERS.html","ARGO Customs Brokers","ARGO Business Corp"
"Argo Machine Tools","argo@bellnet.ca","http://www.argomachinetools.com","ARGO MACHINE TOOLS.html",,"Argo Machine Tools Inc."
"Argo Sales ULC","info@argosales.com","http://www.argosales.com","ARGO SALES ULC.html",,
"Argon Technology Corporation","sales2@argontechnology.com","http://www.argontechnology.com","ARGON TECHNOLOGY CORPORATION.html",,
"Argonault Corporation","info@argonault.com","http://www.argonault.com/","ARGONAULT INTERNATIONAL INC.html","Argonault",
"Argosy Communication Products Ltd.","sales@acpltd.ca","http://www.acpltd.ca","ARGOSY COMMUNICATION PRODUCTS LTD.html",,
"Argosy International Inc.","argosy@idirect.com",,"ARGOSY INTERNATIONAL INC.html",,
"Argus Carriers Ltd.","sales@arguscarriers.com","http://www.arguscarriers.com","ARGUS CARRIERS LTD.html",,
"Argus Control Systems Ltd.","argus@arguscontrols.com","http://www.arguscontrols.com","ARGUS CONTROL SYSTEMS LTD.html",,
"Argus Hearing Center/Audiology Associates Ltd.","info@argushearing.com","http://www.argushearing.com","ARGUS HEARING CENTER-AUDIOLOGY ASSOCIATES LTD.html",,"Audiology Associates Ltd."
"Argus Industries","leslie@argusindustries.ca","http://www.argusindustries.ca","ARGUS INDUSTRIES.html",,"Satellite Industries Ltd."
"Argus Machine Co. Ltd.","info@argusmachine.com","http://www.argusmachine.com","ARGUS MACHINE CO LTD.html",,
"Argus Telecom International Inc.","argus@argustel.com","http://www.argustel.com","ARGUS TELECOM INTERNATIONAL INC.html",,
"Argyle Flooring","info@argyleflooring.com","http://www.argyleflooring.com","ARGYLE FLOORING.html",,"Argyle Hardwood & Flooring Supplies Ltd."
"Argyle Materials, Inc.","sales@argylematerials.com","http://www.argylematerials.com","ARGYLE MATERIALS, INC.html",,
"Argyll Associates Limited","argyllassociatesltd@rogers.com",,"ARGYLL ASSOCIATES LIMITED.html",,
"Ariad Communications","ehorlick@ariad.ca","http://www.ariad.ca","ARIAD COMMUNICATIONS.html",,"Ariad Custom Publishing Limited"
"Ariane Communications Inc.","info@ariane.ca",,"ARIANE COMMUNICATIONS INC.html",,
"Ariane Controls","info@arianecontrols.com","http://www.arianecontrols.com","ARIANE CONTROLS.html",,
"ARIANNE Relocation","info@ariannerelocation.com","http://www.ariannerelocation.com","ARIANNE RELOCATION.html",,"ARIANNE Relocation Canada"
"Arianne",,"http://www.ariannelingerie.com/","ARIANNE.html",,"Collection Arianne Inc."
"AriCam","aricam@videotron.ca",,"ARICAM.html",,
"ARICLARIN ENTERPRISES LTD.","info@ariclarin.ca","http://www.ariclarin.ca","ARICLARIN ENTERPRISES LTD.html",,
"Aries Aviation International","clara@ariesaviation.com","http://www.ariesaviation.com","ARIES AVIATION INTERNATIONAL.html","Aries Aviation Services Corp.","Aries Aviation Services Corp"
"Aries Imaging Inc.","info@ariesimaging.com","http://www.ariesimaging.com","ARIES IMAGING INC.html",,
"Arima conseils",,"http://developpement-organisationnel.ca/","ARIMA CONSEILS.html",,
"Arima Inc.",,"http://www.arimasoft.com","ARIMA INC.html",,
"Arimco Services Inc","arif.assim@rogers.com",,"ARIMCO SERVICES INC.html",,
"Arinah Services Ltd.","info@arinah.com","http://www.arinah.com","ARINAH SERVICES LTD.html",,
"Ariolix Inc.","info@ariolix.com","http://ariolix.com","ARIOLIX INC.html",,
"Arion Machine","keithsimpkin@arionmachine.com","http://www.arionmachine.com","ARION MACHINE.html",,"Arion Machine & Manufacturing"
"Aris G Films Ltd.","aris@arisgfilms.com","http://www.arisgfilms.com/","ARIS G FILMS LTD.html",,
"Aristocrat Shade Products Ltd.","info@aristocratshadeproducts.com","http://www.aristocratshadeproducts.com","ARISTOCRAT SHADE PRODUCTS LTD.html",,
"Ariva","general.hal@ariva.ca","http://www.ariva.ca","ARIVA.html",,
"Arizon Technologies Inc","service@arizon.ca","http://www.arizon.ca","ARIZON TECHNOLOGIES INC.html",,
"Arjadee Prospecting","rjdexplorations@gmail.com",,"ARJADEE PROSPECTING.html",,
"Arjay Engineering Limited","arjay@arjayeng.com","http://www.arjayeng.com","ARJAY ENGINEERING LIMITED.html",,
"ARJAY Industries Ltd.","info@arjayindustries.com","http://www.arjayindustries.com","ARJAY INDUSTRIES LTD.html",,
"ArjoHuntleigh Magog Inc.",,"http://www.ArjoHuntleigh.com","ARJOHUNTLEIGH MAGOG INC.html","ArjoHuntleigh Magog Inc.",
"ArjoHuntleigh","Info.Canada@ArjoHuntleigh.com","http://www.ArjoHuntleigh.com","ARJOHUNTLEIGH.html","ArjoHuntleigh International","ArjoHuntleigh Canada Inc."
